,smile,pld,name,npz
198,C1=CN=C([CH]1)[C](c1ccnc2c1cccc2)C1=CC=C[N]1.C1=CN=C([CH]1)[C](c1ccnc2c1cccc2)C1=C[CH]C=N1.N1=[C][C]=C([C]=[C]1)[C](C1=CC=C[N]1)C1=CC=C[N]1.N1=[C][C]=C([C]=[C]1)[C](C1=C[CH]C=N1)C1=C[CH]C=N1.N1=[C][C]=C([C]=[C]1)[C](C1=N[CH]C=C1)C1=CC=C[N]1.[Ag].[CH]1C=NC(=C1)[C](c1ccnc2c1cccc2)C1=CC=C[N]1.[Fe],4.40395,CEXJOF_clean,voxels_50/CEXJOF_clean-(id_545).npz
199,C1=C[C](C=C[C]1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1.[Co].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccc2cc1-c1cc(ccc1c1ccncc1)[N]c1ccc(c(-c3cc([N]2)ccc3c2ccncc2)c1)c1ccncc1,5.30484,VOSVEG_clean,voxels_50/VOSVEG_clean-(id_14061).npz
200,C1=C[N]C=N1.C1=NC2C([N]1)[CH][CH]2.C1=N[CH]C=N1.[Zn],4.98345,HICGEG_clean,voxels_50/HICGEG_clean-(id_6831).npz
201,C1=C[N]C=N1.C1=N[CH]C=N1.O=N(=O)C1=NC=C[N]1.[Zn],13.38,GITVEL_clean,voxels_50/GITVEL_clean-(id_5404).npz
203,C1=C[N]C=N1.C1=N[CH]C=N1.[CH]C1N=C[N]C1[CH].[CH][CH][N]C=[N].[CH][CH].[Zn],7.48961,VEJZIU_clean,voxels_50/VEJZIU_clean-(id_5704).npz
204,C1=C[N]C=N1.C1=N[CH]C=N1.[Co],3.5543525,NAFGOR_clean,voxels_50/NAFGOR_clean-(id_12313).npz
208,C1=C[N]C=N1.C1=N[CH]C=N1.[Cu],3.8,CUIMDZ01_clean_h,voxels_50/CUIMDZ01_clean_h-(id_11237).npz
209,C1=C[N]C=N1.C1=N[CH]C=N1.[Cu].[Zn],4.60511,USOXEH_clean,voxels_50/USOXEH_clean-(id_133).npz
210,C1=C[N]C=N1.C1=N[CH]C=N1.[Zn],4.67466125,VEJYUF02_clean,voxels_50/VEJYUF02_clean-(id_2753).npz
218,C1=C[N]C=N1.CC1=NC=C[N]1.[CH]C([N]C=[N])[CH][CH].[CH]C1N=C[N]C1[CH].[CH][CH][N][CH][N][CH][CH].[Zn],7.61421,GITSUY_clean,voxels_50/GITSUY_clean-(id_11554).npz
219,C1=C[N]C=N1.[Co],2.46,EQOCIW_clean,voxels_50/EQOCIW_clean-(id_2914).npz
220,C1=C[N]C=N1.[Zn],5.3917075,HIFVUO01_clean,voxels_50/HIFVUO01_clean-(id_11446).npz
224,C1=C[N][C]=N1.C1CC21N1C3C1C1N2C31.N1=CC=N[C]1.[C]1=N[CH]C=N1.[Cd],7.86931,GUPCEA_clean,voxels_50/GUPCEA_clean-(id_13154).npz
225,C1=NC23C([N]1)([C][C]2)C1[CH]C2C1C1C3[CH]C21.C1=NC23C4([N]1)[C]([C]2)C1C4C2C4C3[CH]C4C12.[CH][CH]C1[CH]C2C1[CH]C2C12[C][C][C]2N=C[N]1.[N]C1=C([N])[CH]C2C([CH]1)[CH][CH]2.[N]C1=C([N])[CH][CH][CH][CH][CH][CH]1.[Zn].c1ccc2c(c1)N=C[N]2,2.46018,VEJZOA_clean,voxels_50/VEJZOA_clean-(id_9684).npz
226,C1=NC=C(C=[C]1)[C]Oc1c2cccc1Cc1cccc(c1OCc1cccnc1)Cc1c(c(Cc3c(c(C2)ccc3)OCc2cccnc2)ccc1)OCc1cccnc1.C1=[C]C=C(C=N1)[C]Oc1c2cccc1Cc1cccc(c1OCc1cccnc1)Cc1c(c(Cc3c(c(C2)ccc3)OCc2cccnc2)ccc1)OCc1cccnc1.[Zn].c1ccc(cn1)COc1c2cccc1Cc1cccc(c1OCc1cccnc1)Cc1c(c(Cc3c(c(C2)ccc3)OCc2cccnc2)ccc1)OCc1cccnc1,8.65931,AWEVIJ_clean,voxels_50/AWEVIJ_clean-(id_12233).npz
227,C1=NC=C2N([CH]1)[Cu]1N3C=CN=CC3=NC3=CN=CC(=N2)N13.[Ni],5.42004,HAZWIP_clean,voxels_50/HAZWIP_clean-(id_7140).npz
228,C1=N[CH]C(=C1)c1ccc(cc1)C1=C[CH]N=C1.N1=CC=C([CH]1)c1ccc(cc1)C1=CC=N[CH]1.N1=CC=C([CH]1)c1ccc(cc1)[C]1C=CN=C1.N1=C[C](C=C1)c1ccc(cc1)C1=C[N]C=C1.[CH]1N=CC(=C1)c1ccc(cc1)C1=CN=C[CH]1.[CH]1N=CC(=C1)c1ccc(cc1)C1=C[CH]N=C1.[Co],4.89469,HOVQAM_clean,voxels_50/HOVQAM_clean-(id_9034).npz
229,C1=N[CH]C(=N1)c1cc(cc(c1)C1=CN=C[N]1)C1=CN=C[N]1.C1=N[CH]C(=N1)c1cc(cc(c1)C1=CN=C[N]1)C1=NC=N[CH]1.N1=C[N]C(=C1)c1cc(cc(c1)C1=CN=C[N]1)C1=CN=C[N]1.[Co],5.11,EQERIC_clean,voxels_50/EQERIC_clean-(id_13669).npz
230,C1=N[CH]C(=N1)c1cc(cc(c1)C1=CN=C[N]1)C1=CN=C[N]1.N1=C[N]C(=C1)c1cc(cc(c1)C1=CN=C[N]1)C1=CN=C[N]1.[Co],5.17,EQEREY_clean,voxels_50/EQEREY_clean-(id_13367).npz
231,C1=N[CH]C(=N1)c1ccc(cc1)C1=CN=C[N]1.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn].n1cc([nH]c1)c1ccc(cc1)c1[nH]cnc1,2.60457,LODPUR_clean,voxels_50/LODPUR_clean-(id_2558).npz
232,C1=N[CH]C=N1.C1=[C][N]C=N1.[Co],2.51,IQOZUJ_clean,voxels_50/IQOZUJ_clean-(id_12789).npz
233,C1=N[CH]N([N]1)CCn1cncn1.N1=C[N]N([CH]1)CCN1[N]C=N[CH]1.[Mo].[Ni].[O].n1cnn(c1)CCn1ncnc1,2.89437,MIMDAP_clean,voxels_50/MIMDAP_clean-(id_11629).npz
234,C1=N[CH]N([N]1)CCn1cncn1.[Cd].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].n1cnn(c1)CCn1ncnc1,3.2861,ZIYQAB_clean,voxels_50/ZIYQAB_clean-(id_8436).npz
235,C1=N[CH]N([N]1)CCn1cncn1.[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn].n1cnn(c1)CCn1ncnc1,3.45,GEPDEM_clean,voxels_50/GEPDEM_clean-(id_10696).npz
236,C1=N[CH]N([N]1)Cc1c(CN2C=N[C]=N2)c(CN2[CH]N=C[N]2)c(c(c1CN1[CH]N=C[N]1)CN1C=N[C]=N1)CN1[CH]N=C[N]1.[Co].[Mo].[O],2.98,SETWUL_clean,voxels_50/SETWUL_clean-(id_15005).npz
237,C1=N[CH]N([N]1)Cc1cc(CN2[CH]N=C[N]2)cc(c1)Cn1cncn1.N1=C[N]N([CH]1)Cc1cc(CN2[N]C=N[CH]2)cc(c1)CN1[N]C=N[CH]1.[Cu],3.72,AVUDAX_clean,voxels_50/AVUDAX_clean-(id_2741).npz
238,C1=N[CH]N([N]1)Cc1ccc(cc1)Cn1cncn1.N1=C[N]N([CH]1)Cc1ccc(cc1)CN1[N]C=N[CH]1.[Cu],5.325195,GUBZAF_clean,voxels_50/GUBZAF_clean-(id_12310).npz
240,C1=N[CH]N([N]1)Cc1ccc(cc1)Cn1cncn1.N1=C[N]N([CH]1)Cc1ccc(cc1)CN1[N]C=N[CH]1.[Mo].[Ni].[O].[O]P(=O)([O])[O],2.945,LOJNAA_clean,voxels_50/LOJNAA_clean-(id_14506).npz
242,C1=N[CH]N([N]1)Cc1ccc(cc1)c1ccc(cc1)Cn1cncn1.N1=C[N]N([CH]1)Cc1ccc(cc1)c1ccc(cc1)CN1[N]C=N[CH]1.[Co],4.78582,WOZGUP_clean,voxels_50/WOZGUP_clean-(id_5737).npz
243,C1=N[C]2C(=N[CH]1)N=CC=C2.[Cu],3.65595,ZAXQOG_clean,voxels_50/ZAXQOG_clean-(id_13494).npz
245,C1=N[C]C=N1.[Cu].[Zn],6.54995,EKADIF_clean,voxels_50/EKADIF_clean-(id_2231).npz
246,C1=N[N]C=N1.OC(=O)c1ccc(cc1)COc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Co].[N]1=CN=NC=1.[N]1C=NN=C1.[O-]C(=O)c1ccc(cc1)COc1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.95758,KORNAI_clean,voxels_50/KORNAI_clean-(id_14021).npz
247,C1=N[N]C=N1.Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[N]1=CN=NC=1.[N]1C=NN=C1.[Zn],3.11,XOVVIO_clean,voxels_50/XOVVIO_clean-(id_3732).npz
248,C1=N[N]C=N1.[Cd].[N]1=CN=NC=1.[O-]C(=O)c1ccc(cc1)C(=O)[O-],5.55983,DUPJAB_clean,voxels_50/DUPJAB_clean-(id_4320).npz
249,C1=N[N]C=N1.[Cd].[N]1C=NN=C1.[N]=C[N][CH][N]C=[N],2.59,LIHSIF_clean,voxels_50/LIHSIF_clean-(id_15022).npz
250,C1=N[N]C=N1.[Co].[N]1=CN=NC=1,2.42639,PACYIE_clean,voxels_50/PACYIE_clean-(id_12145).npz
251,C1=N[N]C=N1.[Cu].[N]1=CN=NC=1.[N]1C=NN=C1.[O].[O]P(=O)([O])[O].[W],3.14,GAWKEW_clean,voxels_50/GAWKEW_clean-(id_7254).npz
252,C1=N[N]C=N1.[Cu].[N]1C=NN=C1,7.62233625,XANMUX03_clean,voxels_50/XANMUX03_clean-(id_4660).npz
260,C1=N[N]C=N1.[N]1=CN=NC=1.[N]1C=NN=C1.[O-]C(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)[O-].[Zn],3.26539,BOFCEG_clean,voxels_50/BOFCEG_clean-(id_8779).npz
261,C1=N[N]C=N1.[N]1=CN=NC=1.[N]1C=NN=C1.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn],3.81,LEGGIO_clean,voxels_50/LEGGIO_clean-(id_7719).npz
262,C1=N[N]C=N1.[N]1=CN=NC=1.[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[Zn],4.6859,PACHUZ_clean,voxels_50/PACHUZ_clean-(id_12084).npz
263,C1=N[N]C=N1.[N]1=CN=NC=1.[Zn],3.09765,NORPIV_clean,voxels_50/NORPIV_clean-(id_13485).npz
265,C1=N[N][C]=N1.[Ag].[C]1=N[N]C=N1,4.79202,MAXHUP_clean,voxels_50/MAXHUP_clean-(id_5054).npz
266,C1=Nc2c([N]1)cc1c(c2)N=C[N]1.C1=Nc2c([N]1)cc1c(c2)[N]C=N1.CS(=O)(=O)C.[Zn],4.82624,GUMDEZ_clean,voxels_50/GUMDEZ_clean-(id_4251).npz
267,C1CC[Si](C1)(c1ccncc1)c1ccncc1.CC[Si](c1ccncc1)(c1ccncc1)C.[Ag],2.67355,QIYCOS_clean,voxels_50/QIYCOS_clean-(id_8764).npz
268,C1CC[Si](C1)(c1ccncc1)c1ccncc1.CC[Si](c1ccncc1)(c1ccncc1)CC.[Ag],2.92143,QIYCIM_clean,voxels_50/QIYCIM_clean-(id_5912).npz
269,C1CN2CCN1CC2.[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.06561,ZUDQEW_clean,voxels_50/ZUDQEW_clean-(id_13642).npz
270,C1CN2CCN1CC2.[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-],3.98975,GOBSUM_clean,voxels_50/GOBSUM_clean-(id_8104).npz
271,C1CN2CCN1CC2.[Co].[OH],2.79,ECOSIY_clean,voxels_50/ECOSIY_clean-(id_6170).npz
272,C1CN2CCN1CC2.[Ni].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.86695,MIXYOJ_clean,voxels_50/MIXYOJ_clean-(id_1002).npz
273,C1CN2CCN1CC2.[Ni].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1ccncc1,5.00942,MIXYID_clean,voxels_50/MIXYID_clean-(id_2259).npz
274,C1CN2CCN1CC2.[O-]C(=O)[O-].[O-]C(=O)c1ccc2c(c1)cc(c(c2)[O])C(=O)[O-].[Ti].[Zn],5.86346,LIQDAS_clean,voxels_50/LIQDAS_clean-(id_15060).npz
275,C1CN2CCN1CC2.[O-]C(=O)c1ccc(cc1F)C1=NN=N[N]1.[O-]C(=O)c1ccc(cc1F)C1=N[N]N=N1.[Zn],5.62808,DUTKAG_clean,voxels_50/DUTKAG_clean-(id_4887).npz
276,C1CN2CCN1CC2.[O][C]=C(C(=O)[O-])C=C[C]C(=O)[O-].[Zn],4.31062,FUTTIZ_clean,voxels_50/FUTTIZ_clean-(id_6655).npz
277,C1COCCOc2cc(OCCOCCOCCOc3cc(OCCO1)cc(c3)c1ccncc1)cc(c2)c1ccncc1.[O-]C(=O)c1cccc(c1)c1ccc(c2c1[nH]c(n2)c1ccc(cc1)c1nc2c([nH]1)c(ccc2c1cccc(c1)C(=O)[O-])c1cccc(c1)C(=O)[O-])c1cccc(c1)C(=O)[O-].[Zn],3.00159,SAJJOF_clean,voxels_50/SAJJOF_clean-(id_14096).npz
278,C1Cc2nnc3c4c2c(C1)nnc4CCC3.[Cu],4.00312,EVAKIV_clean,voxels_50/EVAKIV_clean-(id_6158).npz
279,C1N2CN3CN1CN(C2)C3.N#C[C](C#N)C#N.[Cd],2.44746,JOSQEN_clean,voxels_50/JOSQEN_clean-(id_8041).npz
280,C1N2CN3CN1CN(C2)C3.OC(C(C(=O)[O-])O)C(=O)[O-].[Cd],3.01,IXEQIL_clean,voxels_50/IXEQIL_clean-(id_4827).npz
281,C1N2CN3CN1CN(C2)C3.Oc1ccc2c(c1)cccc2C(=O)[O-].[Ag],2.75234,OPOCUS_clean,voxels_50/OPOCUS_clean-(id_9572).npz
282,C1N2CN3CN1CN(C2)C3.[Ag].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-],3.16514,WOFVIX_clean,voxels_50/WOFVIX_clean-(id_8062).npz
283,C1N2CN3CN1CN(C2)C3.[Ag].[O]S(CCN1CCN(CC1)CCS([O])([O])[O])([O])[O],4.285,FAFMAC_clean,voxels_50/FAFMAC_clean-(id_4171).npz
285,C1N2CN3CN1CN(C2)C3.[Ag].[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O],3.21,AQODOA_clean,voxels_50/AQODOA_clean-(id_3451).npz
286,C1N2CN3CN1CN(C2)C3.[Ag].[O]S(c1cccnc1)([O])[O],3.86,IPIDUH_clean,voxels_50/IPIDUH_clean-(id_10442).npz
287,C1N2CN3CN1CN(C2)C3.[Cd],8.97,GAQYIH_clean,voxels_50/GAQYIH_clean-(id_7357).npz
288,C1N2CN3CN1CN(C2)C3.[Cd].[O-]C(=O)C1CC(CC(C1)C(=O)[O-])C(=O)[O-],3.54,DAGDUL_clean,voxels_50/DAGDUL_clean-(id_12922).npz
289,C1N2CN3CN1CN(C2)C3.[Cd].[O-]C(=O)C=CC(=O)[O-],3.75496,SALZAH_clean,voxels_50/SALZAH_clean-(id_2164).npz
290,C1N2CN3CN1CN(C2)C3.[Cd].[O-]C(=O)c1cnccc1C(=O)[O-],5.99,HOWPOZ_clean,voxels_50/HOWPOZ_clean-(id_2240).npz
291,C1N2CN3CN1CN(C2)C3.[Cu].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],3.77,MURCAD_clean,voxels_50/MURCAD_clean-(id_10632).npz
292,C1N2CN3CN1CN(C2)C3.[Cu].[O]C(c1ccccc1)C(=O)[O-],2.52,WEJSAH_clean,voxels_50/WEJSAH_clean-(id_2026).npz
293,C1N2CN3CN1CN(C2)C3.[O-]C(=O)c1ccc(o1)C(=O)[O-].[Zn],6.0369,YASLOW_clean,voxels_50/YASLOW_clean-(id_12856).npz
294,C1N2CN3CN1CN(C2)C3.[O-]C(=O)c1cnccc1C(=O)[O-].[Zn],5.48,HOWPUF_clean,voxels_50/HOWPUF_clean-(id_10913).npz
295,C1N2CN3CN1CP(C2)C3.[Ag].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],3.43,LEZLAF_clean,voxels_50/LEZLAF_clean-(id_11310).npz
296,C=C(C(=C)C(=O)[O-])C(=O)[O-].[Cd].n1ccc(cc1)c1ccncc1,3.79515,KOBRAV01_clean,voxels_50/KOBRAV01_clean-(id_6636).npz
298,C=CP(=O)(O)[O].C=CP(=O)([O])[O].N1=CC=C([C]=C1)C1=[C]C=NC=C1.OP(=O)=O.[CH2][C](P(=O)(O)[O])[CH2].[Cd].n1ccc(cc1)c1ccncc1,2.56646,ZOMSOL_clean,voxels_50/ZOMSOL_clean-(id_2068).npz
299,CC(=C([C](C(=O)C)C(=O)C)C(=O)C)[O].[Cu].n1ccc(cc1)c1ccncc1,3.18412,LEQQEE_clean,voxels_50/LEQQEE_clean-(id_4239).npz
300,CC(=C(c1ccncc1)C(=O)C)[O].C[C](C(=C([O])C)c1ccncc1)[O].[Cu].[O-]C(=O)c1nccnc1C(=O)[O-],3.97,GUXJUF_clean,voxels_50/GUXJUF_clean-(id_4242).npz
301,CC(=O)N(C)C.[Cd].[O-]C(=O)c1c(C)c(C)c(c(c1C)C)B(c1c(C)c(C)c(c(c1C)C)C(=O)[O-])c1c(C)c(C)c(c(c1C)C)C(=O)[O-],3.95603,ic501801f_si_002_clean,voxels_50/ic501801f_si_002_clean-(id_11964).npz
302,CC(=O)NCCCCCCNC(=O)C.[Co],3.2,FEVTEF_charged,voxels_50/FEVTEF_charged-(id_8955).npz
303,CC(=O)NCCCCCCNC(=O)C.[Mn],3.65,QAYTOZ_charged,voxels_50/QAYTOZ_charged-(id_8910).npz
305,CC(=O)[CH]C(=O)c1ccc(cc1)c1ccncc1.[Zn],11.49,ECAHAT_clean,voxels_50/ECAHAT_clean-(id_8917).npz
306,CC(=O)[C](C(=O)C)Sc1ccncc1.[Zn],3.34,MIDRAT_clean,voxels_50/MIDRAT_clean-(id_13784).npz
307,CC(=O)[C]([C](C(=O)C)C(=O)C)C(=O)C.[Cu].n1ccc(cc1)c1ccncc1,7.28376,LEQQII_clean,voxels_50/LEQQII_clean-(id_6953).npz
308,CC(=O)[N][N]C(=O)c1ccccc1[O].[Mn].n1ccc(cc1)CCc1ccncc1,8.01582,XAKZOZ_clean,voxels_50/XAKZOZ_clean-(id_3639).npz
312,CC(C(=O)Nc1cccnc1)NC(=O)c1cccnc1.[Cu],2.89523,PELRAB_clean,voxels_50/PELRAB_clean-(id_1725).npz
313,CC(C(=O)[O-])NC(=O)c1cc(cc(c1)C(=O)NC(C(=O)[O-])C)C(=O)NC(C(=O)[O-])C.[Co].n1ccc(cc1)c1ccncc1,3.73291,ALURAB_clean,voxels_50/ALURAB_clean-(id_12074).npz
314,CC(C(=O)[O-])NC(=O)c1cc(cc(c1)C(=O)NC(C(=O)[O-])C)C(=O)NC(C(=O)[O-])C.[Ni].n1ccc(cc1)c1ccncc1,3.54,ALURIJ_clean,voxels_50/ALURIJ_clean-(id_342).npz
315,CC(C(=O)[O-])NC(=O)c1cc(cc(c1)C(=O)NC(C(=O)[O-])C)C(=O)NC(C(=O)[O-])C.[Zn].n1ccc(cc1)c1ccncc1,3.81,GERNOI_clean,voxels_50/GERNOI_clean-(id_3029).npz
316,CC(C(=O)[O-])NC(=O)c1ccc(cc1)C(=O)[O-].[Cd],4.62,RIWSUM_clean,voxels_50/RIWSUM_clean-(id_3581).npz
317,CC(C(=O)[O-])NCc1ccncc1.[Zn],7.760305,BEPLUF_clean,voxels_50/BEPLUF_clean-(id_7158).npz
321,CC(C(=O)[O-])OCc1cc(cc(c1)C(=O)[O-])C(=O)[O-].CC(C(c1cccnc1)(O)C)(c1cccnc1)O.[Cd],2.57487,FODCEI_clean,voxels_50/FODCEI_clean-(id_7800).npz
322,CC(C(=O)[O-])Oc1cc(C)c(c(c1)C)c1cc(c2c(C)cc(cc2C)OC(C(=O)[O-])C)c2c3c1ccc1c3c(cc2)c(cc1c1c(C)cc(cc1C)OC(C(=O)[O-])C)c1c(C)cc(cc1C)OC(C(=O)[O-])C.[Zn],3.2912,NAHDIM_clean,voxels_50/NAHDIM_clean-(id_61).npz
323,CC(C(=O)[O-])Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd],4.42359,OQUCOU_clean,voxels_50/OQUCOU_clean-(id_11770).npz
324,CC(C(=O)[O-])Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd].c1ncn(c1)c1ccc(cc1)n1cncc1,4.803595,VATVOE_clean,voxels_50/VATVOE_clean-(id_14328).npz
326,CC(C(=O)[O-])[N]Cc1ccncc1.[Zn],10.215,BEPNOB_clean,voxels_50/BEPNOB_clean-(id_10756).npz
328,CC(C(C(=O)[O-])NCc1ccncc1)C.[Zn],9.64,BEPPIX_clean,voxels_50/BEPPIX_clean-(id_949).npz
329,CC(C(C(=O)[O-])NCc1ccncc1)O.[Zn],10.28,KIGCEK_clean,voxels_50/KIGCEK_clean-(id_537).npz
330,CC(C(C(=O)[O-])[N]Cc1ccncc1)C.[Zn],9.89,BEPPOD_clean,voxels_50/BEPPOD_clean-(id_11064).npz
331,CC(C1=NN=C([N]1)C(C)C)C.CCC1=N[C](N([N]1)C(C)C)C(C)C.[Ag].[CH2]C1=NC(=C([N]1)C(C)C)C(C)C,2.76938,ZOYZUK_clean,voxels_50/ZOYZUK_clean-(id_13289).npz
332,CC(C1=Nc2c([N]1)cccc2)[O].CC1=NN=N[N]1.[N]1N=N[C]=N1.[N]1[C]=NN=N1.[Zn],3.2957,JUZSEE_clean,voxels_50/JUZSEE_clean-(id_10233).npz
333,CC(CC(C(=O)Nc1cccnc1)NC(=O)c1cccnc1)C.[Cu],2.525,PAPPED_clean,voxels_50/PAPPED_clean-(id_14625).npz
335,CC(COc1cc(c(cc1c1ccncc1)OCC(O)C)c1ccncc1)O.[Zn],4.06,SERWAP_clean,voxels_50/SERWAP_clean-(id_4812).npz
336,CC(N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)C(C(=O)[O-])C)C(=O)[O-].[Cd].n1ccc(cc1)c1ccncc1,5.62341,WARFAZ_clean,voxels_50/WARFAZ_clean-(id_11930).npz
337,CC(OP(=O)(c1cc(cc(c1)P(=O)(OC(C)C)[O])P(=O)(OC(C)C)[O])[O])C.CC(OP(=O)(c1cc(cc(c1)P(=O)(OC(C)C)[O])P(=O)([O])[O])[O])C.[Cu],3.80885,ic502478u_si_003_clean,voxels_50/ic502478u_si_003_clean-(id_1646).npz
338,CC(P(=O)(O)[O])(P(=O)([O])[O])O.CC(P(=O)([O])O)(P(=O)([O])[O])O.CC(P(=O)([O])[O])(P(=O)([O])[O])O.[U].[Zn],5.25559,HEBNOT_clean,voxels_50/HEBNOT_clean-(id_13589).npz
339,CC(P(=O)([O])[O])(P(=O)([O])[O])O.[Zn],3.75623,ILEHUD_clean,voxels_50/ILEHUD_clean-(id_1013).npz
340,CC(c1cc2Sc3cc(cc(c3OCc3cccnc3)Sc3cc(cc(Sc4c(c(Sc(c1)c2OCc1cccnc1)cc(c4)C(C)(C)C)OCc1cccnc1)c3OCc1cccnc1)C(C)(C)C)C(C)(C)C)(C)C.[Fe],5.28768,IWOKUC_clean,voxels_50/IWOKUC_clean-(id_10030).npz
341,CC(c1cc2Sc3cc(cc(c3SCc3cccnc3)Sc3cc(cc(Sc4c(c(Sc(c1)c2SCc1cccnc1)cc(c4)C(C)(C)C)SCc1cccnc1)c3SCc1cccnc1)C(C)(C)C)C(C)(C)C)(C)C.[Fe],3.20036,IWOKOW_clean,voxels_50/IWOKOW_clean-(id_740).npz
342,CC(c1cccc(c1OP(=O)([O])[O])C(C)C)C.[O-][n+]1ccc(cc1)c1ccncc1.[Zn],9.31362,OTALUS_clean,voxels_50/OTALUS_clean-(id_7019).npz
343,CC1(C)c2cc(ccc2-c2c1cc(cc2)n1cncc1)n1cncc1.[Cd].[O-]C(=O)C1CCC(CC1)C(=O)[O-],2.6197,GITZAM_clean,voxels_50/GITZAM_clean-(id_5225).npz
344,CC1=C(C)[CH]C2=NN=NC2=C1.CC1=CC2=NN=NC2=C[C]1C.CC1=CC2=NN=N[C]2C=C1C.Cc1cc2N=N[N]c2cc1C.[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-].[Zn],4.76,FAYPEC_clean,voxels_50/FAYPEC_clean-(id_669).npz
345,CC1=C(C)[CH]C2=NN=NC2=C1.CC1=CC2=NN=NC2=C[C]1C.Cc1cc2=N[N]N=c2cc1C.Cc1cc2N=N[N]c2cc1C.Cc1cc2[N][N][N]c2cc1C.[O-]C(=O)c1ccc2c(c1)ccc(c2)OCC(COc1ccc2c(c1)ccc(c2)C(=O)[O-])(COc1ccc2c(c1)ccc(c2)C(=O)[O-])COc1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn],10.15,FAYQED_clean,voxels_50/FAYQED_clean-(id_1184).npz
346,CC1=CC2=NN=NC2=C[CH]1.CC1=CC2=NN=N[C]2C=C1.COC1=C(C=C[C]=C1)OCC(COc1ccc(cc1OC)C(=O)[O-])(COc1ccc(cc1OC)C(=O)[O-])COc1ccc(cc1OC)C(=O)[O-].COC1=C[C]=CC=C1OCC(COc1ccc(cc1OC)C(=O)[O-])(COc1ccc(cc1OC)C(=O)[O-])COc1ccc(cc1OC)C(=O)[O-].C[C]1C=CC2=NN=NC2=C1.Cc1ccc2c(c1)N=N[N]2.Cc1ccc2c(c1)[N]N=N2.[Zn],5.38,FAYQAZ_clean,voxels_50/FAYQAZ_clean-(id_13439).npz
347,CC1=CC2=NN=NC2=C[CH]1.CC1=CC2=NN=N[C]2C=C1.C[C]1C=CC2=NN=NC2=C1.Cc1ccc2c(c1)N=N[N]2.Cc1ccc2c(c1)[N]N=N2.[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-].[Zn],6.01,FAYPIG_clean,voxels_50/FAYPIG_clean-(id_7240).npz
348,CC1=NC(=C([N]1)C(=O)[O-])C(=O)[O-].CC1=N[C](C(=N1)C(=O)[O-])C(=O)[O-].Cc1nc(c([nH]1)C(=O)[O-])C(=O)[O-].[Dy].[Zn],3.16452,DIMKUH_clean,voxels_50/DIMKUH_clean-(id_9225).npz
349,CC1=NC(=C([N]1)C(=O)[O-])C(=O)[O-].CC1=N[C](C(=N1)C(=O)[O-])C(=O)[O-].Cc1nc(c([nH]1)C(=O)[O-])C(=O)[O-].[Er].[Zn],3.14053,ZOXTIR_clean,voxels_50/ZOXTIR_clean-(id_13574).npz
350,CC1=NC(=C([N]1)C(=O)[O-])C(=O)[O-].CC1=N[C](C(=N1)C(=O)[O-])C(=O)[O-].Cc1nc(c([nH]1)C(=O)[O-])C(=O)[O-].[Ho].[Zn],3.15004,ZOXTEN_clean,voxels_50/ZOXTEN_clean-(id_7203).npz
351,CC1=NC(=C([N]1)C(=O)[O-])C(=O)[O-].CC1=N[C](C(=N1)C(=O)[O-])C(=O)[O-].Cc1nc(c([nH]1)C(=O)[O-])C(=O)[O-].[Tb].[Zn],3.19608,DIMJUG_clean,voxels_50/DIMJUG_clean-(id_6662).npz
